Gilt Purchase Auction Data,,,,,,,,,,,,,,,
Attribution: Bank of England,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Operation date,Settlement date,ISIN,"Bond
",Total offers received (proceeds £mn),Total allocation (proceeds £mn),Total allocation (nominal £mn),Allocation of which non-competitive (nominal £mn),Weighted Average Accepted Yield (%),Weighted Average Accepted Price,Highest accepted price,Allocated at highest price (%),Lowest accepted price,"Tail (a)
",,
04/09/2012,05/09/2012,GB00B52WS153,UKT_4.5_070934,412.3,150.0,115.0,-,2.663,130.447,130.460,100.00,130.430,0.01,,
04/09/2012,05/09/2012,GB0032452392,UKT_4.25_070336,12.6,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
04/09/2012,05/09/2012,GB00B00NY175,UKT_4.75_071238,13.7,13.7,10.0,-,2.829,135.420,135.420,100.00,135.420,0.00,,
04/09/2012,05/09/2012,GB00B3KJDS62,UKT_4.25_070939,60.3,25.0,20.0,-,2.896,125.250,125.250,100.00,125.250,0.00,,
04/09/2012,05/09/2012,GB00B6460505,UKT_4.25_071240,149.3,10.1,8.0,-,2.934,125.150,125.150,100.00,125.150,0.00,,
04/09/2012,05/09/2012,GB00B128DP45,UKT_4.25_071246,245.4,76.2,60.0,-,3.030,125.880,125.890,100.00,125.830,0.01,,
04/09/2012,05/09/2012,GB00B39R3707,UKT_4.25_071249,72.4,47.0,37.0,-,3.075,125.960,125.960,100.00,125.960,0.00,,
04/09/2012,05/09/2012,GB00B6RNH572,UKT_3.75_220752,369.1,229.8,200.0,-,3.115,114.435,114.510,100.00,114.350,0.08,,
04/09/2012,05/09/2012,GB00B06YGN05,UKT_4.25_071255,83.7,14.1,11.0,-,3.093,127.490,127.490,100.00,127.490,0.00,,
04/09/2012,05/09/2012,GB00B54QLM75,UKT_4_220160,135.9,43.1,35.0,-,3.085,122.707,122.749,100.00,122.700,0.04,,
05/09/2012,06/09/2012,GB00B4YRFP41,UKT_3.75_070919,434.6,136.5,115.0,-,0.978,118.719,118.720,100.00,118.710,0.00,,
05/09/2012,06/09/2012,GB00B058DQ55,UKT_4.75_070320,94.8,63.2,50.0,-,1.085,126.337,126.387,100.00,126.287,0.05,,
05/09/2012,06/09/2012,GB00B582JV65,UKT_3.75_070920,0.0,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
05/09/2012,06/09/2012,GB00B4RMG977,UKT_3.75_070921,0.0,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
05/09/2012,06/09/2012,GB00B3KJDQ49,UKT_4_070322,984.6,420.7,344.0,-,1.476,122.305,122.450,100.00,122.260,0.15,,
05/09/2012,06/09/2012,GB00B7L9SL19,UKT_1.75_070922,227.3,226.9,224.6,-,1.639,101.017,101.150,98.67,100.960,0.13,,
05/09/2012,06/09/2012,GB0030880693,UKT_5_070325,152.7,152.7,113.0,-,1.841,135.135,135.160,100.00,135.100,0.03,,
10/09/2012,11/09/2012,GB00B3QCG246,UKT_2_220116,185.2,132.3,125.0,-,0.337,105.552,105.560,100.00,105.550,0.01,,
10/09/2012,11/09/2012,GB00B0V3WX43,UKT_4_070916,28.6,19.7,17.2,-,0.386,114.290,114.290,68.80,114.290,0.00,,
10/09/2012,11/09/2012,GB00B3Z3K594,UKT_1.75_220117,163.7,26.4,25.0,-,0.522,105.290,105.290,100.00,105.290,0.00,,
10/09/2012,11/09/2012,GB0008931148,UKT_8.75_250817,0.0,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
10/09/2012,11/09/2012,GB00B7F9S958,UKT_1_070917,274.3,101.5,100.0,-,0.686,101.535,101.540,100.00,101.520,0.00,,
10/09/2012,11/09/2012,GB00B1VWPC84,UKT_5_070318,603.4,92.2,75.0,-,0.732,122.922,122.930,100.00,122.917,0.01,,
10/09/2012,11/09/2012,GB00B39R3F84,UKT_4.5_070319,279.4,273.2,223.0,-,0.923,122.481,122.500,100.00,122.480,0.02,,
10/09/2012,11/09/2012,GB00B4YRFP41,UKT_3.75_070919,401.9,354.6,300.0,-,1.050,118.150,118.150,100.00,118.150,0.00,,
11/09/2012,12/09/2012,GB00B16NNR78,UKT_4.25_071227,595.5,146.2,115.5,-,2.265,125.457,125.499,39.33,125.420,0.04,,
11/09/2012,12/09/2012,GB0002404191,UKT_6_071228,113.7,75.8,50.0,-,2.295,149.970,150.000,100.00,149.950,0.03,,
11/09/2012,12/09/2012,GB00B24FF097,UKT_4.75_071230,243.5,160.5,120.0,-,2.517,132.483,132.537,100.00,132.457,0.05,,
11/09/2012,12/09/2012,GB0004893086,UKT_4.25_070632,277.8,12.6,10.0,-,2.650,124.470,124.470,100.00,124.470,0.00,,
11/09/2012,12/09/2012,GB00B52WS153,UKT_4.5_070934,284.9,130.3,102.0,-,2.806,127.654,127.690,100.00,127.580,0.04,,
11/09/2012,12/09/2012,GB0032452392,UKT_4.25_070336,189.2,38.2,31.0,-,2.888,123.101,123.167,100.00,123.070,0.07,,
11/09/2012,12/09/2012,GB00B00NY175,UKT_4.75_071238,0.0,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
11/09/2012,12/09/2012,GB00B3KJDS62,UKT_4.25_070939,43.1,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
11/09/2012,12/09/2012,GB00B6460505,UKT_4.25_071240,122.6,24.7,20.0,-,3.069,122.190,122.190,100.00,122.190,0.00,,
11/09/2012,12/09/2012,GB00B128DP45,UKT_4.25_071246,272.7,55.5,45.0,-,3.181,122.203,122.220,100.00,122.190,0.02,,
11/09/2012,12/09/2012,GB00B39R3707,UKT_4.25_071249,0.0,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
11/09/2012,12/09/2012,GB00B6RNH572,UKT_3.75_220752,307.4,180.8,163.0,-,3.282,110.368,110.420,100.00,110.320,0.05,,
11/09/2012,12/09/2012,GB00B06YGN05,UKT_4.25_071255,55.8,55.8,45.0,-,3.260,122.872,122.970,100.00,122.860,0.10,,
11/09/2012,12/09/2012,GB00B54QLM75,UKT_4_220160,205.5,119.7,101.0,-,3.254,117.946,118.087,100.00,117.880,0.14,,
12/09/2012,13/09/2012,GB00B058DQ55,UKT_4.75_070320,519.3,268.5,215.0,-,1.263,124.823,124.840,100.00,124.770,0.02,,
12/09/2012,13/09/2012,GB00B582JV65,UKT_3.75_070920,165.0,135.5,115.0,-,1.390,117.771,117.787,100.00,117.750,0.02,,
12/09/2012,13/09/2012,GB00B4RMG977,UKT_3.75_070921,474.5,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
12/09/2012,13/09/2012,GB00B3KJDQ49,UKT_4_070322,1895.7,349.4,290.0,-,1.664,120.411,120.450,100.00,120.400,0.04,,
12/09/2012,13/09/2012,GB0030880693,UKT_5_070325,359.4,246.5,185.9,-,2.038,132.499,132.570,21.80,132.440,0.07,,
17/09/2012,18/09/2012,GB00B3QCG246,UKT_2_220116,210.4,105.2,100.0,-,0.534,104.850,104.850,100.00,104.850,0.00,,
17/09/2012,18/09/2012,GB00B0V3WX43,UKT_4_070916,119.2,11.3,10.0,-,0.590,113.359,113.359,100.00,113.359,0.00,,
17/09/2012,18/09/2012,GB00B3Z3K594,UKT_1.75_220117,643.8,204.0,195.0,-,0.735,104.329,104.343,100.00,104.310,0.01,,
17/09/2012,18/09/2012,GB0008931148,UKT_8.75_250817,18.1,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
17/09/2012,18/09/2012,GB00B1VWPC84,UKT_5_070318,413.9,111.4,91.5,-,0.947,121.551,121.560,13.53,121.550,0.01,,
17/09/2012,18/09/2012,GB00B39R3F84,UKT_4.5_070319,109.0,60.5,50.0,-,1.135,120.935,120.970,100.00,120.900,0.03,,
17/09/2012,18/09/2012,GB00B4YRFP41,UKT_3.75_070919,507.5,507.5,435.0,-,1.261,116.556,116.560,100.00,116.540,0.00,,
18/09/2012,19/09/2012,GB00B16NNR78,UKT_4.25_071227,322.1,102.5,81.9,-,2.365,123.964,124.010,16.33,123.950,0.05,,
18/09/2012,19/09/2012,GB0002404191,UKT_6_071228,30.0,30.0,20.0,-,2.388,148.330,148.330,100.00,148.330,0.00,,
18/09/2012,19/09/2012,GB00B24FF097,UKT_4.75_071230,99.4,79.5,60.0,-,2.594,131.130,131.150,100.00,131.110,0.02,,
18/09/2012,19/09/2012,GB0004893086,UKT_4.25_070632,310.8,310.8,250.0,-,2.727,123.110,123.190,100.00,123.050,0.08,,
18/09/2012,19/09/2012,GB00B52WS153,UKT_4.5_070934,373.0,208.5,165.0,-,2.883,126.185,126.320,100.00,126.120,0.13,,
18/09/2012,19/09/2012,GB0032452392,UKT_4.25_070336,100.0,48.7,40.0,-,2.961,121.685,121.700,100.00,121.670,0.01,,
18/09/2012,19/09/2012,GB00B00NY175,UKT_4.75_071238,46.3,39.6,30.0,-,3.037,130.803,130.820,100.00,130.800,0.02,,
18/09/2012,19/09/2012,GB00B3KJDS62,UKT_4.25_070939,27.9,27.9,23.0,-,3.095,121.016,121.050,100.00,120.990,0.03,,
18/09/2012,19/09/2012,GB00B6460505,UKT_4.25_071240,67.2,18.3,15.0,-,3.134,120.797,120.820,100.00,120.750,0.02,,
18/09/2012,19/09/2012,GB00B1VWPJ53,UKT_4.5_071242,398.8,78.9,62.0,-,3.160,125.951,126.030,100.00,125.900,0.08,,
18/09/2012,19/09/2012,GB00B128DP45,UKT_4.25_071246,24.5,18.4,15.0,-,3.224,121.157,121.200,100.00,121.070,0.04,,
18/09/2012,19/09/2012,GB00B39R3707,UKT_4.25_071249,24.5,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
18/09/2012,19/09/2012,GB00B6RNH572,UKT_3.75_220752,53.2,31.0,28.0,-,3.299,109.954,110.000,100.00,109.900,0.05,,
18/09/2012,19/09/2012,GB00B06YGN05,UKT_4.25_071255,62.3,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
18/09/2012,19/09/2012,GB00B54QLM75,UKT_4_220160,5.9,5.9,5.0,-,3.256,117.900,117.900,100.00,117.900,0.00,,
19/09/2012,20/09/2012,GB00B058DQ55,UKT_4.75_070320,169.9,12.5,10.0,-,1.258,124.800,124.850,100.00,124.750,0.05,,
19/09/2012,20/09/2012,GB00B582JV65,UKT_3.75_070920,23.6,23.6,20.0,-,1.385,117.775,117.775,100.00,117.775,0.00,,
19/09/2012,20/09/2012,GB00B4RMG977,UKT_3.75_070921,459.7,318.5,269.0,-,1.558,118.268,118.340,100.00,118.220,0.07,,
19/09/2012,20/09/2012,GB00B3KJDQ49,UKT_4_070322,1006.7,511.1,423.3,-,1.642,120.595,120.700,76.50,120.510,0.11,,
19/09/2012,20/09/2012,GB0030880693,UKT_5_070325,200.9,134.3,101.0,-,2.013,132.777,132.817,100.00,132.710,0.04,,
24/09/2012,25/09/2012,GB00B3QCG246,UKT_2_220116,474.6,226.7,215.0,-,0.461,105.069,105.090,100.00,105.060,0.02,,
24/09/2012,25/09/2012,GB00B0V3WX43,UKT_4_070916,120.7,92.2,81.0,-,0.513,113.620,113.620,100.00,113.620,0.00,,
24/09/2012,25/09/2012,GB00B3Z3K594,UKT_1.75_220117,435.9,208.8,198.8,-,0.646,104.699,104.720,67.38,104.670,0.02,,
24/09/2012,25/09/2012,GB0008931148,UKT_8.75_250817,7.0,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
24/09/2012,25/09/2012,GB00B1VWPC84,UKT_5_070318,189.6,189.6,155.0,-,0.849,122.061,122.080,100.00,122.050,0.02,,
24/09/2012,25/09/2012,GB00B39R3F84,UKT_4.5_070319,497.7,18.3,15.0,-,1.025,121.637,121.650,100.00,121.630,0.01,,
24/09/2012,25/09/2012,GB00B4YRFP41,UKT_3.75_070919,311.4,264.4,225.0,-,1.149,117.325,117.340,100.00,117.280,0.02,,
25/09/2012,26/09/2012,GB00B16NNR78,UKT_4.25_071227,227.5,94.7,75.0,-,2.295,124.962,125.000,100.00,124.910,0.04,,
25/09/2012,26/09/2012,GB0002404191,UKT_6_071228,45.5,10.6,7.0,-,2.308,149.650,149.650,35.00,149.650,0.00,,
25/09/2012,26/09/2012,GB00B24FF097,UKT_4.75_071230,80.3,40.1,30.0,-,2.522,132.350,132.350,100.00,132.350,0.00,,
25/09/2012,26/09/2012,GB0004893086,UKT_4.25_070632,238.6,188.3,150.0,-,2.661,124.240,124.240,100.00,124.240,0.00,,
25/09/2012,26/09/2012,GB00B52WS153,UKT_4.5_070934,127.7,127.7,100.0,-,2.812,127.510,127.510,100.00,127.510,0.00,,
25/09/2012,26/09/2012,GB0032452392,UKT_4.25_070336,24.6,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
25/09/2012,26/09/2012,GB00B00NY175,UKT_4.75_071238,113.6,66.8,50.0,-,2.978,132.066,132.099,100.00,132.050,0.03,,
25/09/2012,26/09/2012,GB00B3KJDS62,UKT_4.25_070939,49.0,49.0,40.0,-,3.037,122.203,122.290,100.00,122.130,0.09,,
25/09/2012,26/09/2012,GB00B6460505,UKT_4.25_071240,43.2,24.6,20.0,-,3.079,121.950,122.010,100.00,121.930,0.06,,
25/09/2012,26/09/2012,GB00B1VWPJ53,UKT_4.5_071242,296.2,109.2,85.0,-,3.108,127.138,127.299,100.00,127.050,0.16,,
25/09/2012,26/09/2012,GB00B128DP45,UKT_4.25_071246,30.9,30.9,25.0,-,3.171,122.410,122.410,100.00,122.410,0.00,,
25/09/2012,26/09/2012,GB00B39R3707,UKT_4.25_071249,105.2,105.2,85.0,-,3.209,122.511,122.600,100.00,122.470,0.09,,
25/09/2012,26/09/2012,GB00B6RNH572,UKT_3.75_220752,139.9,128.7,115.0,-,3.245,111.247,111.300,100.00,111.220,0.05,,
25/09/2012,26/09/2012,GB00B06YGN05,UKT_4.25_071255,0.0,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
25/09/2012,26/09/2012,GB00B54QLM75,UKT_4_220160,24.0,24.0,20.0,-,3.198,119.500,119.500,100.00,119.500,0.00,,
26/09/2012,27/09/2012,GB00B058DQ55,UKT_4.75_070320,69.2,25.2,20.0,-,1.162,125.520,125.520,100.00,125.520,0.00,,
26/09/2012,27/09/2012,GB00B582JV65,UKT_3.75_070920,29.7,29.7,25.0,-,1.274,118.651,118.651,100.00,118.651,0.00,,
26/09/2012,27/09/2012,GB00B4RMG977,UKT_3.75_070921,338.2,71.7,60.0,-,1.439,119.330,119.350,100.00,119.290,0.02,,
26/09/2012,27/09/2012,GB00B3KJDQ49,UKT_4_070322,1663.8,713.4,585.2,-,1.526,121.681,121.749,4.40,121.570,0.07,,
26/09/2012,27/09/2012,GB0030880693,UKT_5_070325,308.0,159.9,119.0,-,1.908,134.111,134.230,100.00,134.030,0.12,,
01/10/2012,02/10/2012,GB00B3QCG246,UKT_2_220116,84.6,26.4,25.0,-,0.381,105.310,105.310,100.00,105.310,0.00,,
01/10/2012,02/10/2012,GB00B0V3WX43,UKT_4_070916,97.0,39.9,35.0,-,0.439,113.861,113.865,100.00,113.850,0.00,,
01/10/2012,02/10/2012,GB00B3Z3K594,UKT_1.75_220117,110.6,47.4,45.0,-,0.579,104.969,104.990,100.00,104.960,0.02,,
01/10/2012,02/10/2012,GB0008931148,UKT_8.75_250817,57.3,57.3,41.0,-,0.653,138.960,138.960,100.00,138.960,0.00,,
01/10/2012,02/10/2012,GB00B7F9S958,UKT_1_070917,699.5,318.2,314.0,-,0.737,101.273,101.300,68.57,101.270,0.03,,
01/10/2012,02/10/2012,GB00B1VWPC84,UKT_5_070318,200.1,89.6,73.0,-,0.782,122.383,122.410,100.00,122.370,0.03,,
01/10/2012,02/10/2012,GB00B39R3F84,UKT_4.5_070319,722.4,220.3,180.0,-,0.953,122.074,122.080,100.00,122.050,0.01,,
01/10/2012,02/10/2012,GB00B4YRFP41,UKT_3.75_070919,348.4,200.7,170.0,-,1.078,117.800,117.820,100.00,117.790,0.02,,
02/10/2012,03/10/2012,GB00B16NNR78,UKT_4.25_071227,152.7,76.3,60.0,-,2.237,125.780,125.780,100.00,125.780,0.00,,
02/10/2012,03/10/2012,GB0002404191,UKT_6_071228,0.0,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
02/10/2012,03/10/2012,GB00B24FF097,UKT_4.75_071230,456.9,282.1,210.0,-,2.494,132.805,132.850,100.00,132.760,0.04,,
02/10/2012,03/10/2012,GB00B52WS153,UKT_4.5_070934,320.7,192.4,150.0,-,2.790,127.911,127.980,100.00,127.860,0.07,,
02/10/2012,03/10/2012,GB0032452392,UKT_4.25_070336,55.6,18.5,15.0,-,2.884,123.150,123.150,100.00,123.150,0.00,,
02/10/2012,03/10/2012,GB00B00NY175,UKT_4.75_071238,24.2,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
02/10/2012,03/10/2012,GB00B3KJDS62,UKT_4.25_070939,25.8,25.2,20.5,-,3.011,122.736,122.790,91.67,122.690,0.05,,
02/10/2012,03/10/2012,GB00B6460505,UKT_4.25_071240,117.7,111.5,90.0,-,3.052,122.535,122.590,100.00,122.500,0.05,,
02/10/2012,03/10/2012,GB00B1VWPJ53,UKT_4.5_071242,194.4,90.6,70.0,-,3.073,127.932,127.990,100.00,127.899,0.06,,
02/10/2012,03/10/2012,GB00B128DP45,UKT_4.25_071246,105.8,74.5,60.0,-,3.152,122.866,122.890,100.00,122.849,0.02,,
02/10/2012,03/10/2012,GB00B39R3707,UKT_4.25_071249,44.9,13.7,11.0,-,3.187,123.049,123.120,100.00,122.990,0.07,,
02/10/2012,03/10/2012,GB00B6RNH572,UKT_3.75_220752,102.8,16.9,15.0,-,3.225,111.721,111.730,100.00,111.710,0.01,,
02/10/2012,03/10/2012,GB00B06YGN05,UKT_4.25_071255,35.4,35.4,28.0,-,3.184,124.929,124.990,100.00,124.850,0.06,,
02/10/2012,03/10/2012,GB00B54QLM75,UKT_4_220160,62.9,62.9,52.0,-,3.173,120.169,120.200,100.00,120.099,0.03,,
03/10/2012,04/10/2012,GB00B058DQ55,UKT_4.75_070320,170.3,151.4,120.0,-,1.122,125.774,125.800,100.00,125.750,0.03,,
03/10/2012,04/10/2012,GB00B582JV65,UKT_3.75_070920,89.7,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
03/10/2012,04/10/2012,GB00B4RMG977,UKT_3.75_070921,1439.0,359.4,300.2,-,1.424,119.430,119.460,80.29,119.400,0.03,,
03/10/2012,04/10/2012,GB00B3KJDQ49,UKT_4_070322,2138.3,327.3,268.0,-,1.506,121.842,121.860,100.00,121.830,0.02,,
03/10/2012,04/10/2012,GB0030880693,UKT_5_070325,431.9,161.8,120.0,-,1.879,134.443,134.480,100.00,134.370,0.04,,
08/10/2012,09/10/2012,GB00B3QCG246,UKT_2_220116,79.5,26.5,25.0,-,0.351,105.380,105.380,100.00,105.380,0.00,,
08/10/2012,09/10/2012,GB00B0V3WX43,UKT_4_070916,91.5,34.3,30.0,-,0.403,113.946,113.947,100.00,113.940,0.00,,
08/10/2012,09/10/2012,GB00B3Z3K594,UKT_1.75_220117,147.7,89.7,85.0,-,0.534,105.146,105.150,100.00,105.130,0.00,,
08/10/2012,09/10/2012,GB0008931148,UKT_8.75_250817,0.0,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
08/10/2012,09/10/2012,GB00B7F9S958,UKT_1_070917,589.3,284.6,280.2,-,0.691,101.491,101.510,40.80,101.470,0.02,,
08/10/2012,09/10/2012,GB00B1VWPC84,UKT_5_070318,504.5,184.5,150.0,-,0.740,122.556,122.580,100.00,122.530,0.02,,
08/10/2012,09/10/2012,GB00B39R3F84,UKT_4.5_070319,644.9,251.4,205.0,-,0.920,122.239,122.240,100.00,122.200,0.00,,
08/10/2012,09/10/2012,GB00B4YRFP41,UKT_3.75_070919,448.7,129.0,109.0,-,1.045,117.990,118.020,100.00,117.970,0.03,,
09/10/2012,10/10/2012,GB00B16NNR78,UKT_4.25_071227,146.0,31.7,25.0,-,2.264,125.359,125.372,100.00,125.350,0.01,,
09/10/2012,10/10/2012,GB0002404191,UKT_6_071228,0.0,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
09/10/2012,10/10/2012,GB00B24FF097,UKT_4.75_071230,382.3,160.9,120.0,-,2.514,132.430,132.450,100.00,132.299,0.02,,
09/10/2012,10/10/2012,GB00B52WS153,UKT_4.5_070934,56.3,37.1,29.0,-,2.814,127.422,127.450,100.00,127.400,0.03,,
09/10/2012,10/10/2012,GB0032452392,UKT_4.25_070336,36.9,36.9,30.0,-,2.911,122.613,122.640,100.00,122.580,0.03,,
09/10/2012,10/10/2012,GB00B00NY175,UKT_4.75_071238,26.7,26.7,20.0,-,2.994,131.700,131.700,100.00,131.700,0.00,,
09/10/2012,10/10/2012,GB00B3KJDS62,UKT_4.25_070939,60.0,33.0,27.0,-,3.050,121.911,121.940,100.00,121.890,0.03,,
09/10/2012,10/10/2012,GB00B6460505,UKT_4.25_071240,226.6,162.5,132.0,-,3.093,121.643,121.720,100.00,121.570,0.08,,
09/10/2012,10/10/2012,GB00B1VWPJ53,UKT_4.5_071242,804.3,269.6,210.0,-,3.119,126.852,126.980,100.00,126.797,0.13,,
09/10/2012,10/10/2012,GB00B128DP45,UKT_4.25_071246,134.4,94.8,77.0,-,3.202,121.670,121.980,100.00,121.149,0.31,,
09/10/2012,10/10/2012,GB00B39R3707,UKT_4.25_071249,24.7,24.7,20.0,-,3.232,121.920,121.920,100.00,121.920,0.00,,
09/10/2012,10/10/2012,GB00B6RNH572,UKT_3.75_220752,82.6,55.8,50.0,-,3.266,110.730,110.760,100.00,110.700,0.03,,
09/10/2012,10/10/2012,GB00B06YGN05,UKT_4.25_071255,92.7,66.3,53.0,-,3.227,123.737,123.850,14.29,123.690,0.11,,
09/10/2012,10/10/2012,GB00B54QLM75,UKT_4_220160,0.0,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
10/10/2012,11/10/2012,GB00B058DQ55,UKT_4.75_070320,69.1,22.6,18.0,-,1.192,125.151,125.160,100.00,125.140,0.01,,
10/10/2012,11/10/2012,GB00B582JV65,UKT_3.75_070920,234.9,201.7,170.0,-,1.309,118.279,118.300,100.00,118.240,0.02,,
10/10/2012,11/10/2012,GB00B4RMG977,UKT_3.75_070921,613.8,113.1,95.0,-,1.499,118.703,118.710,100.00,118.690,0.01,,
10/10/2012,11/10/2012,GB00B3KJDQ49,UKT_4_070322,1168.9,284.7,234.4,-,1.580,121.073,121.080,94.22,121.050,0.01,,
10/10/2012,11/10/2012,GB00B7L9SL19,UKT_1.75_070922,437.6,237.2,237.0,-,1.758,99.924,99.957,100.00,99.887,0.03,,
10/10/2012,11/10/2012,GB0030880693,UKT_5_070325,388.3,140.5,105.0,-,1.956,133.386,133.400,100.00,133.370,0.01,,
15/10/2012,16/10/2012,GB00B3QCG246,UKT_2_220116,306.7,195.6,185.0,-,0.376,105.267,105.280,100.00,105.255,0.01,,
15/10/2012,16/10/2012,GB00B0V3WX43,UKT_4_070916,75.4,57.1,50.0,-,0.425,113.787,113.787,100.00,113.787,0.00,,
15/10/2012,16/10/2012,GB00B3Z3K594,UKT_1.75_220117,240.4,97.0,92.0,-,0.561,105.005,105.010,100.00,104.999,0.00,,
15/10/2012,16/10/2012,GB0008931148,UKT_8.75_250817,0.0,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
15/10/2012,16/10/2012,GB00B7F9S958,UKT_1_070917,565.3,341.8,336.8,-,0.714,101.372,101.390,86.40,101.349,0.02,,
15/10/2012,16/10/2012,GB00B1VWPC84,UKT_5_070318,860.3,184.3,150.0,-,0.766,122.325,122.330,100.00,122.310,0.00,,
15/10/2012,16/10/2012,GB00B4YRFP41,UKT_3.75_070919,667.8,124.0,105.0,-,1.074,117.733,117.750,100.00,117.720,0.02,,
16/10/2012,17/10/2012,GB00B16NNR78,UKT_4.25_071227,235.9,40.3,32.0,-,2.320,124.525,124.530,100.00,124.520,0.00,,
16/10/2012,17/10/2012,GB0002404191,UKT_6_071228,71.1,15.1,10.0,-,2.333,149.080,149.080,100.00,149.080,0.00,,
16/10/2012,17/10/2012,GB00B24FF097,UKT_4.75_071230,440.2,413.5,310.0,-,2.557,131.667,131.740,100.00,131.650,0.07,,
16/10/2012,17/10/2012,GB0004893086,UKT_4.25_070632,256.6,214.0,171.0,-,2.692,123.637,123.660,100.00,123.580,0.02,,
16/10/2012,17/10/2012,GB00B52WS153,UKT_4.5_070934,233.3,72.7,57.1,-,2.842,126.879,126.900,74.73,126.800,0.02,,
16/10/2012,17/10/2012,GB0032452392,UKT_4.25_070336,141.2,12.3,10.0,-,2.935,122.130,122.130,100.00,122.130,0.00,,
16/10/2012,17/10/2012,GB00B00NY175,UKT_4.75_071238,13.4,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
16/10/2012,17/10/2012,GB00B3KJDS62,UKT_4.25_070939,95.3,12.2,10.0,-,3.073,121.435,121.460,100.00,121.410,0.02,,
16/10/2012,17/10/2012,GB00B6460505,UKT_4.25_071240,50.5,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
16/10/2012,17/10/2012,GB00B1VWPJ53,UKT_4.5_071242,456.3,70.4,55.0,-,3.142,126.331,126.390,100.00,126.250,0.06,,
16/10/2012,17/10/2012,GB00B128DP45,UKT_4.25_071246,18.5,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
16/10/2012,17/10/2012,GB00B39R3707,UKT_4.25_071249,55.6,12.3,10.0,-,3.257,121.300,121.300,100.00,121.300,0.00,,
16/10/2012,17/10/2012,GB00B6RNH572,UKT_3.75_220752,36.6,30.0,27.0,-,3.294,110.060,110.160,100.00,110.000,0.10,,
16/10/2012,17/10/2012,GB00B06YGN05,UKT_4.25_071255,195.5,83.4,67.0,-,3.257,122.909,122.920,100.00,122.840,0.01,,
16/10/2012,17/10/2012,GB00B54QLM75,UKT_4_220160,77.5,23.8,20.0,-,3.245,118.180,118.180,100.00,118.180,0.00,,
17/10/2012,18/10/2012,GB00B058DQ55,UKT_4.75_070320,88.5,12.5,10.0,-,1.324,124.030,124.030,100.00,124.030,0.00,,
17/10/2012,18/10/2012,GB00B582JV65,UKT_3.75_070920,203.5,56.4,48.0,-,1.443,117.137,117.147,100.00,117.120,0.01,,
17/10/2012,18/10/2012,GB00B4RMG977,UKT_3.75_070921,501.1,192.1,163.0,-,1.636,117.417,117.450,100.00,117.390,0.03,,
17/10/2012,18/10/2012,GB00B3KJDQ49,UKT_4_070322,2713.3,498.9,415.0,-,1.711,119.774,119.800,100.00,119.750,0.03,,
17/10/2012,18/10/2012,GB00B7L9SL19,UKT_1.75_070922,683.0,140.8,142.2,-,1.882,98.814,98.840,24.43,98.770,0.03,,
17/10/2012,18/10/2012,GB0030880693,UKT_5_070325,301.7,99.2,75.0,-,2.081,131.730,131.730,100.00,131.730,0.00,,
22/10/2012,23/10/2012,GB00B3QCG246,UKT_2_220116,274.1,131.7,125.0,-,0.490,104.860,104.870,100.00,104.850,0.01,,
22/10/2012,23/10/2012,GB00B0V3WX43,UKT_4_070916,77.3,23.4,20.6,-,0.544,113.228,113.230,35.33,113.225,0.00,,
22/10/2012,23/10/2012,GB00B3Z3K594,UKT_1.75_220117,148.9,148.9,142.0,-,0.696,104.404,104.415,100.00,104.389,0.01,,
22/10/2012,23/10/2012,GB0008931148,UKT_8.75_250817,26.5,26.5,19.0,-,0.768,137.850,137.850,100.00,137.850,0.00,,
22/10/2012,23/10/2012,GB00B7F9S958,UKT_1_070917,190.6,73.6,73.0,-,0.856,100.685,100.687,100.00,100.680,0.00,,
