Gilt Purchase Auction Data,,,,,,,,,,,,,,,
Attribution: Bank of England,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Operation date,Settlement date,ISIN,"Bond
",Total offers received (proceeds £mn),Total allocation (proceeds £mn),Total allocation (nominal £mn),Allocation of which non-competitive (nominal £mn),Weighted Average Accepted Yield (%),Weighted Average Accepted Price,Highest accepted price,Allocated at highest price (%),Lowest accepted price,"Tail (a)
",,
11/03/2009,12/03/2009,GB0031829509,UKT_5_070914,4078.5,338.8,295.0,-,2.129,114.792,114.860,100.00,114.729,0.07,,
11/03/2009,12/03/2009,GB0033280339,UKT_4.75_070915,957.7,439.9,384.0,-,2.331,114.486,114.550,100.00,114.400,0.06,,
11/03/2009,12/03/2009,GB0008881541,UKT_8_071215,620.0,241.0,176.0,-,2.373,134.846,134.900,100.00,134.769,0.05,,
11/03/2009,12/03/2009,GB00B0V3WX43,UKT_4_070916,767.9,152.8,139.0,-,2.544,109.870,109.950,100.00,109.750,0.08,,
11/03/2009,12/03/2009,GB0008931148,UKT_8.75_250817,945.5,97.3,67.0,-,2.771,144.810,144.880,100.00,144.720,0.07,,
11/03/2009,12/03/2009,GB00B1VWPC84,UKT_5_070318,3138.7,730.1,622.7,-,2.822,117.179,117.300,35.40,117.050,0.12,,
16/03/2009,17/03/2009,GB00B058DQ55,UKT_4.75_070320,1144.8,345.4,301.0,2.00,3.163,114.621,114.650,100.00,114.590,0.03,,
16/03/2009,17/03/2009,GB0009997999,UKT_8_070621,2416.9,814.4,541.1,2.00,3.194,148.315,148.388,0.48,148.250,0.07,,
16/03/2009,17/03/2009,GB00B16NNR78,UKT_4.25_071227,1384.1,243.8,222.0,3.00,3.609,108.663,108.754,100.00,108.600,0.09,,
16/03/2009,17/03/2009,GB0002404191,UKT_6_071228,548.3,92.0,68.0,-,3.606,133.579,133.600,100.00,133.540,0.02,,
16/03/2009,17/03/2009,GB00B24FF097,UKT_4.75_071230,847.7,394.7,338.0,-,3.707,115.456,115.531,100.00,115.300,0.08,,
16/03/2009,17/03/2009,GB0004893086,UKT_4.25_070632,345.4,108.2,99.0,-,3.722,108.160,108.250,100.00,108.113,0.09,,
18/03/2009,19/03/2009,GB0031829509,UKT_5_070914,4250.8,1275.5,1115.0,-,2.221,114.233,114.290,100.00,114.188,0.06,,
18/03/2009,19/03/2009,GB0033280339,UKT_4.75_070915,2801.5,168.0,147.0,-,2.382,114.113,114.120,100.00,114.100,0.01,,
18/03/2009,19/03/2009,GB0008881541,UKT_8_071215,2528.3,384.2,281.0,-,2.411,134.476,134.500,100.00,134.450,0.02,,
18/03/2009,19/03/2009,GB00B0V3WX43,UKT_4_070916,2919.2,226.2,206.0,5.00,2.566,109.686,109.700,100.00,109.670,0.01,,
18/03/2009,19/03/2009,GB0008931148,UKT_8.75_250817,594.7,7.2,5.0,-,2.817,144.280,144.280,100.00,144.280,0.00,,
18/03/2009,19/03/2009,GB00B1VWPC84,UKT_5_070318,5093.4,461.8,396.0,-,2.903,116.451,116.490,100.00,116.420,0.04,,
18/03/2009,19/03/2009,GB00B39R3F84,UKT_4.5_070319,3801.2,471.2,419.4,4.00,3.070,112.199,112.220,59.76,112.158,0.02,,
23/03/2009,24/03/2009,GB00B058DQ55,UKT_4.75_070320,908.5,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
23/03/2009,24/03/2009,GB0009997999,UKT_8_070621,3845.0,1339.8,896.7,-,3.287,147.060,147.100,36.89,147.030,0.04,,
23/03/2009,24/03/2009,GB00B16NNR78,UKT_4.25_071227,1645.4,824.7,764.0,6.00,3.748,106.695,106.770,100.00,106.630,0.07,,
23/03/2009,24/03/2009,GB0002404191,UKT_6_071228,504.1,202.4,152.0,2.00,3.733,131.425,131.500,100.00,131.290,0.07,,
23/03/2009,24/03/2009,GB00B24FF097,UKT_4.75_071230,599.4,25.4,22.0,1.00,3.804,113.881,113.900,100.00,113.860,0.02,,
23/03/2009,24/03/2009,GB0004893086,UKT_4.25_070632,495.1,108.0,100.0,-,3.809,106.750,106.910,100.00,106.590,0.16,,
25/03/2009,26/03/2009,GB0031829509,UKT_5_070914,336.4,226.6,201.0,-,2.533,112.482,112.620,100.00,112.450,0.14,,
25/03/2009,26/03/2009,GB0008881541,UKT_8_071215,1449.3,1198.3,892.0,-,2.747,131.945,132.200,100.00,131.850,0.26,,
25/03/2009,26/03/2009,GB00B0V3WX43,UKT_4_070916,419.7,300.3,279.0,-,2.886,107.418,107.520,100.00,107.300,0.10,,
25/03/2009,26/03/2009,GB0008931148,UKT_8.75_250817,973.0,841.9,593.0,-,3.135,141.270,141.550,100.00,141.165,0.28,,
25/03/2009,26/03/2009,GB00B1VWPC84,UKT_5_070318,1013.8,402.9,353.0,-,3.204,113.878,114.090,100.00,113.770,0.21,,
25/03/2009,26/03/2009,GB00B39R3F84,UKT_4.5_070319,709.6,529.9,482.7,-,3.363,109.541,109.690,68.98,109.370,0.15,,
30/03/2009,31/03/2009,GB00B058DQ55,UKT_4.75_070320,891.5,539.9,479.0,-,3.382,112.414,112.590,100.00,112.370,0.18,,
30/03/2009,31/03/2009,GB0009997999,UKT_8_070621,837.6,83.0,56.0,-,3.395,145.636,145.710,100.00,145.580,0.07,,
30/03/2009,31/03/2009,GB0030880693,UKT_5_070325,963.1,716.5,633.0,-,3.908,112.860,113.100,100.00,112.750,0.24,,
30/03/2009,31/03/2009,GB00B16NNR78,UKT_4.25_071227,721.4,381.5,364.0,-,3.983,103.486,103.730,100.00,103.397,0.24,,
30/03/2009,31/03/2009,GB0002404191,UKT_6_071228,629.7,239.8,185.1,-,3.962,127.666,128.000,21.00,127.490,0.33,,
30/03/2009,31/03/2009,GB00B24FF097,UKT_4.75_071230,662.0,384.4,344.0,-,4.036,110.243,110.470,100.00,110.062,0.23,,
30/03/2009,31/03/2009,GB0004893086,UKT_4.25_070632,380.1,154.9,148.0,-,4.028,103.327,103.501,100.00,103.198,0.17,,
01/04/2009,02/04/2009,GB0031829509,UKT_5_070914,1016.0,847.5,743.0,-,2.298,113.718,113.970,100.00,113.520,0.25,,
01/04/2009,02/04/2009,GB0008881541,UKT_8_071215,1079.9,771.5,567.0,-,2.518,133.510,134.000,100.00,133.260,0.49,,
01/04/2009,02/04/2009,GB00B0V3WX43,UKT_4_070916,790.8,731.0,669.8,-,2.678,108.855,109.400,81.60,108.600,0.55,,
01/04/2009,02/04/2009,GB0008931148,UKT_8.75_250817,451.0,356.8,246.0,-,2.809,144.179,144.380,100.00,143.930,0.20,,
01/04/2009,02/04/2009,GB00B1VWPC84,UKT_5_070318,1022.6,793.1,678.0,-,2.876,116.623,117.080,100.00,116.290,0.46,,
06/04/2009,07/04/2009,GB00B058DQ55,UKT_4.75_070320,1625.5,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
06/04/2009,07/04/2009,GB0009997999,UKT_8_070621,4263.1,2050.2,1401.6,-,3.553,143.614,143.650,40.16,143.600,0.04,,
06/04/2009,07/04/2009,GB0030880693,UKT_5_070325,837.3,112.0,101.0,-,4.098,110.470,110.487,100.00,110.430,0.02,,
06/04/2009,07/04/2009,GB00B16NNR78,UKT_4.25_071227,458.3,17.4,17.0,-,4.184,100.840,100.840,100.00,100.840,0.00,,
06/04/2009,07/04/2009,GB0002404191,UKT_6_071228,650.4,74.7,59.0,-,4.156,124.607,124.610,100.00,124.600,0.00,,
06/04/2009,07/04/2009,GB00B24FF097,UKT_4.75_071230,909.0,245.6,225.0,-,4.214,107.561,107.650,100.00,107.420,0.09,,
06/04/2009,07/04/2009,GB0004893086,UKT_4.25_070632,380.5,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
08/04/2009,09/04/2009,GB0031829509,UKT_5_070914,1482.6,862.3,765.0,-,2.557,112.268,112.540,100.00,112.200,0.27,,
08/04/2009,09/04/2009,GB0033280339,UKT_4.75_070915,1366.8,873.7,781.0,-,2.788,111.445,111.760,100.00,111.180,0.32,,
08/04/2009,09/04/2009,GB0008881541,UKT_8_071215,218.5,117.0,87.0,-,2.744,131.801,132.100,100.00,131.570,0.30,,
08/04/2009,09/04/2009,GB00B0V3WX43,UKT_4_070916,469.9,176.8,164.0,-,2.874,107.463,107.700,100.00,107.260,0.24,,
08/04/2009,09/04/2009,GB0008931148,UKT_8.75_250817,396.5,288.4,202.0,-,3.065,141.730,141.990,100.00,141.400,0.26,,
08/04/2009,09/04/2009,GB00B1VWPC84,UKT_5_070318,2621.5,1181.7,1029.5,-,3.143,114.335,114.650,51.00,114.000,0.31,,
14/04/2009,15/04/2009,GB00B058DQ55,UKT_4.75_070320,1116.4,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
14/04/2009,15/04/2009,GB0009997999,UKT_8_070621,5162.1,2786.8,1875.2,-,3.374,145.778,145.810,75.04,145.750,0.03,,
14/04/2009,15/04/2009,GB0030880693,UKT_5_070325,893.0,136.1,121.0,-,3.978,111.948,111.970,100.00,111.940,0.02,,
14/04/2009,15/04/2009,GB00B16NNR78,UKT_4.25_071227,447.2,60.3,58.0,-,4.064,102.416,102.420,100.00,102.390,0.00,,
14/04/2009,15/04/2009,GB0002404191,UKT_6_071228,531.1,16.7,13.0,-,4.043,126.350,126.350,100.00,126.350,0.00,,
14/04/2009,15/04/2009,GB00B24FF097,UKT_4.75_071230,748.8,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
14/04/2009,15/04/2009,GB0004893086,UKT_4.25_070632,527.1,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
15/04/2009,16/04/2009,GB0031829509,UKT_5_070914,2419.9,1394.6,1225.0,-,2.357,113.304,113.400,100.00,113.220,0.10,,
15/04/2009,16/04/2009,GB0033280339,UKT_4.75_070915,669.6,152.8,135.0,-,2.590,112.647,112.700,100.00,112.587,0.05,,
15/04/2009,16/04/2009,GB0008881541,UKT_8_071215,161.0,62.6,46.0,-,2.545,133.144,133.250,100.00,133.100,0.11,,
15/04/2009,16/04/2009,GB00B0V3WX43,UKT_4_070916,322.1,108.2,99.0,-,2.673,108.843,108.890,100.00,108.770,0.05,,
15/04/2009,16/04/2009,GB0008931148,UKT_8.75_250817,403.4,131.6,91.0,-,2.868,143.452,143.600,100.00,143.410,0.15,,
15/04/2009,16/04/2009,GB00B1VWPC84,UKT_5_070318,2056.0,384.8,330.0,20.00,2.934,116.063,116.080,100.00,115.980,0.02,,
15/04/2009,16/04/2009,GB00B39R3F84,UKT_4.5_070319,1955.4,1268.6,1137.1,-,3.185,111.075,111.300,70.17,111.040,0.22,,
20/04/2009,21/04/2009,GB00B058DQ55,UKT_4.75_070320,1987.3,618.4,551.0,20.00,3.455,111.655,111.950,100.00,111.340,0.30,,
20/04/2009,21/04/2009,GB0009997999,UKT_8_070621,869.4,501.4,339.0,-,3.437,144.938,145.290,4.00,144.570,0.35,,
20/04/2009,21/04/2009,GB0030880693,UKT_5_070325,622.6,405.8,365.0,-,4.089,110.558,111.050,100.00,110.230,0.49,,
20/04/2009,21/04/2009,GB00B16NNR78,UKT_4.25_071227,510.6,316.6,309.0,10.00,4.180,100.900,101.430,100.00,100.580,0.53,,
20/04/2009,21/04/2009,GB0002404191,UKT_6_071228,813.2,455.9,360.0,-,4.166,124.417,124.960,100.00,124.094,0.54,,
20/04/2009,21/04/2009,GB00B24FF097,UKT_4.75_071230,729.0,661.4,611.0,-,4.287,106.480,107.150,100.00,106.200,0.67,,
20/04/2009,21/04/2009,GB0004893086,UKT_4.25_070632,855.6,543.1,535.0,-,4.253,99.946,100.500,100.00,99.600,0.55,,
21/04/2009,22/04/2009,GB0031829509,UKT_5_070914,6371.6,619.6,544.0,20.00,2.357,113.266,113.420,100.00,113.200,0.15,,
21/04/2009,22/04/2009,GB0033280339,UKT_4.75_070915,702.8,289.5,256.1,20.00,2.619,112.431,112.470,62.28,112.250,0.04,,
21/04/2009,22/04/2009,GB0008881541,UKT_8_071215,305.5,196.8,145.0,-,2.596,132.701,132.850,100.00,132.660,0.15,,
21/04/2009,22/04/2009,GB00B0V3WX43,UKT_4_070916,500.0,352.2,323.0,-,2.713,108.546,108.670,100.00,108.440,0.12,,
21/04/2009,22/04/2009,GB0008931148,UKT_8.75_250817,500.2,310.5,215.0,-,2.903,143.050,143.217,100.00,142.960,0.17,,
21/04/2009,22/04/2009,GB00B1VWPC84,UKT_5_070318,1931.4,501.5,431.0,20.00,2.971,115.722,115.840,100.00,115.550,0.12,,
21/04/2009,22/04/2009,GB00B39R3F84,UKT_4.5_070319,1685.3,730.9,657.0,20.00,3.227,110.692,110.880,100.00,110.540,0.19,,
27/04/2009,28/04/2009,GB00B058DQ55,UKT_4.75_070320,1979.4,880.5,792.3,25.00,3.579,110.460,110.630,60.43,110.180,0.17,,
27/04/2009,28/04/2009,GB0009997999,UKT_8_070621,5423.6,724.9,495.0,-,3.564,143.320,143.600,100.00,143.100,0.28,,
27/04/2009,28/04/2009,GB0030880693,UKT_5_070325,764.0,574.7,519.0,-,4.131,110.032,110.300,100.00,109.820,0.27,,
27/04/2009,28/04/2009,GB00B16NNR78,UKT_4.25_071227,791.5,657.4,643.0,15.00,4.204,100.583,100.910,100.00,100.390,0.33,,
27/04/2009,28/04/2009,GB0002404191,UKT_6_071228,189.9,126.4,100.0,-,4.191,124.018,124.400,100.00,123.890,0.38,,
27/04/2009,28/04/2009,GB00B24FF097,UKT_4.75_071230,411.1,151.0,139.0,-,4.265,106.794,107.000,100.00,106.620,0.21,,
27/04/2009,28/04/2009,GB0004893086,UKT_4.25_070632,701.2,388.0,380.0,-,4.219,100.453,100.700,100.00,100.150,0.25,,
29/04/2009,30/04/2009,GB0031829509,UKT_5_070914,3901.9,931.4,816.0,-,2.321,113.413,113.560,100.00,113.290,0.15,,
29/04/2009,30/04/2009,GB0033280339,UKT_4.75_070915,1185.5,745.1,661.2,50.00,2.683,111.997,112.137,94.29,111.850,0.14,,
29/04/2009,30/04/2009,GB0008881541,UKT_8_071215,366.9,357.4,264.0,-,2.652,132.203,132.340,100.00,132.050,0.14,,
29/04/2009,30/04/2009,GB00B0V3WX43,UKT_4_070916,394.0,269.3,249.0,-,2.853,107.559,107.690,100.00,107.450,0.13,,
29/04/2009,30/04/2009,GB0008931148,UKT_8.75_250817,146.9,92.6,65.0,-,3.128,140.907,140.960,100.00,140.840,0.05,,
29/04/2009,30/04/2009,GB00B1VWPC84,UKT_5_070318,3297.2,609.2,532.0,25.00,3.201,113.769,113.840,100.00,113.670,0.07,,
05/05/2009,06/05/2009,GB00B058DQ55,UKT_4.75_070320,2127.4,1122.2,1019.0,50.00,3.694,109.358,109.550,100.00,109.100,0.19,,
05/05/2009,06/05/2009,GB0009997999,UKT_8_070621,727.9,305.3,210.0,25.00,3.659,142.096,142.150,100.00,141.850,0.05,,
05/05/2009,06/05/2009,GB00B3KJDQ49,UKT_4_070322,1303.7,933.0,923.3,-,3.968,100.309,100.600,98.29,100.160,0.29,,
05/05/2009,06/05/2009,GB0030880693,UKT_5_070325,532.4,429.8,392.0,-,4.229,108.834,109.100,100.00,108.480,0.27,,
05/05/2009,06/05/2009,GB00B16NNR78,UKT_4.25_071227,374.1,252.7,250.0,-,4.302,99.339,99.580,100.00,99.100,0.24,,
05/05/2009,06/05/2009,GB0002404191,UKT_6_071228,216.4,203.8,163.0,-,4.286,122.558,122.750,100.00,122.350,0.19,,
05/05/2009,06/05/2009,GB0004893086,UKT_4.25_070632,427.2,254.4,252.0,-,4.305,99.197,99.453,100.00,98.800,0.26,,
06/05/2009,07/05/2009,GB0031829509,UKT_5_070914,964.9,442.3,389.1,-,2.420,112.835,112.910,39.27,112.789,0.08,,
06/05/2009,07/05/2009,GB0033280339,UKT_4.75_070915,758.5,480.2,429.0,-,2.814,111.155,111.230,100.00,111.099,0.08,,
06/05/2009,07/05/2009,GB0008881541,UKT_8_071215,157.4,133.2,99.0,-,2.784,131.181,131.200,100.00,131.150,0.02,,
06/05/2009,07/05/2009,GB00B0V3WX43,UKT_4_070916,714.2,320.7,299.0,-,2.992,106.590,106.680,100.00,106.549,0.09,,
06/05/2009,07/05/2009,GB0008931148,UKT_8.75_250817,332.6,193.7,137.0,-,3.258,139.665,139.710,100.00,139.600,0.05,,
06/05/2009,07/05/2009,GB00B1VWPC84,UKT_5_070318,4695.3,1429.9,1262.0,-,3.356,112.473,112.580,100.00,112.380,0.11,,
11/05/2009,12/05/2009,GB00B058DQ55,UKT_4.75_070320,608.2,235.3,215.0,-,3.777,108.574,108.680,100.00,108.380,0.11,,
11/05/2009,12/05/2009,GB0009997999,UKT_8_070621,1527.3,516.0,357.6,-,3.758,140.859,140.970,17.60,140.600,0.11,,
11/05/2009,12/05/2009,GB00B3KJDQ49,UKT_4_070322,983.3,491.8,490.0,-,4.043,99.567,99.690,100.00,99.440,0.12,,
11/05/2009,12/05/2009,GB0030880693,UKT_5_070325,416.7,302.1,275.0,-,4.216,108.973,109.110,100.00,108.770,0.14,,
11/05/2009,12/05/2009,GB00B16NNR78,UKT_4.25_071227,577.0,459.0,453.0,50.00,4.290,99.495,99.741,100.00,99.250,0.25,,
11/05/2009,12/05/2009,GB0002404191,UKT_6_071228,482.8,408.5,326.0,-,4.273,122.737,122.990,100.00,122.480,0.25,,
11/05/2009,12/05/2009,GB0004893086,UKT_4.25_070632,1440.7,1083.2,1072.0,25.00,4.303,99.228,99.470,100.00,98.950,0.24,,
13/05/2009,14/05/2009,GB0031829509,UKT_5_070914,7455.6,881.3,771.0,-,2.309,113.386,113.440,100.00,113.349,0.05,,
13/05/2009,14/05/2009,GB0033280339,UKT_4.75_070915,858.2,471.7,417.0,25.00,2.631,112.249,112.290,100.00,112.200,0.04,,
13/05/2009,14/05/2009,GB0008881541,UKT_8_071215,224.4,142.7,105.0,-,2.600,132.396,132.440,100.00,132.360,0.04,,
13/05/2009,14/05/2009,GB00B0V3WX43,UKT_4_070916,755.5,496.4,457.0,6.00,2.802,107.874,107.930,100.00,107.810,0.06,,
13/05/2009,14/05/2009,GB0008931148,UKT_8.75_250817,517.0,42.9,30.0,-,3.093,141.060,141.060,100.00,141.060,0.00,,
13/05/2009,14/05/2009,GB00B1VWPC84,UKT_5_070318,7018.2,187.4,164.2,-,3.261,113.229,113.250,56.80,113.210,0.02,,
13/05/2009,14/05/2009,GB00B39R3F84,UKT_4.5_070319,2712.9,774.2,709.0,75.00,3.486,108.364,108.397,100.00,108.340,0.03,,
18/05/2009,19/05/2009,GB00B058DQ55,UKT_4.75_070320,4090.5,414.5,373.0,-,3.604,110.175,110.290,100.00,110.080,0.11,,
18/05/2009,19/05/2009,GB0009997999,UKT_8_070621,3256.3,1131.9,773.0,10.00,3.589,142.844,142.960,100.00,142.680,0.12,,
18/05/2009,19/05/2009,GB00B3KJDQ49,UKT_4_070322,888.6,686.4,672.0,-,3.873,101.266,101.410,100.00,101.180,0.14,,
18/05/2009,19/05/2009,GB0030880693,UKT_5_070325,411.4,144.7,130.0,-,4.107,110.305,110.370,100.00,110.190,0.06,,
18/05/2009,19/05/2009,GB00B16NNR78,UKT_4.25_071227,646.2,365.8,356.0,-,4.184,100.849,101.030,100.00,100.220,0.18,,
18/05/2009,19/05/2009,GB0002404191,UKT_6_071228,657.0,269.3,212.0,-,4.168,124.325,124.430,100.00,124.170,0.11,,
18/05/2009,19/05/2009,GB0004893086,UKT_4.25_070632,997.1,483.4,471.6,50.00,4.210,100.591,100.770,16.25,100.397,0.18,,
20/05/2009,21/05/2009,GB0031829509,UKT_5_070914,2511.9,1620.9,1430.0,260.00,2.499,112.334,112.400,100.00,112.240,0.07,,
20/05/2009,21/05/2009,GB0033280339,UKT_4.75_070915,1227.8,448.9,399.0,-,2.740,111.551,111.570,100.00,111.480,0.02,,
20/05/2009,21/05/2009,GB0008881541,UKT_8_071215,25.7,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
20/05/2009,21/05/2009,GB00B0V3WX43,UKT_4_070916,1375.5,384.3,355.0,-,2.864,107.426,107.480,100.00,107.370,0.05,,
20/05/2009,21/05/2009,GB0008931148,UKT_8.75_250817,476.6,128.3,90.0,-,3.148,140.480,140.490,100.00,140.470,0.01,,
20/05/2009,21/05/2009,GB00B1VWPC84,UKT_5_070318,2346.0,286.8,251.7,50.00,3.294,112.935,112.950,25.53,112.910,0.02,,
20/05/2009,21/05/2009,GB00B39R3F84,UKT_4.5_070319,1654.1,128.6,118.0,15.00,3.517,108.086,108.100,100.00,108.060,0.01,,
26/05/2009,27/05/2009,GB00B058DQ55,UKT_4.75_070320,952.3,210.7,192.4,30.00,3.785,108.471,108.510,88.00,108.320,0.04,,
26/05/2009,27/05/2009,GB0009997999,UKT_8_070621,1772.3,1540.9,1068.0,-,3.777,140.519,140.640,100.00,140.320,0.12,,
26/05/2009,27/05/2009,GB00B3KJDQ49,UKT_4_070322,786.2,569.0,568.0,15.00,4.080,99.207,99.370,100.00,99.040,0.16,,
26/05/2009,27/05/2009,GB0030880693,UKT_5_070325,185.5,124.3,114.0,-,4.305,107.898,108.050,100.00,107.770,0.15,,
26/05/2009,27/05/2009,GB00B16NNR78,UKT_4.25_071227,330.8,248.8,248.0,-,4.383,98.320,98.550,100.00,98.160,0.23,,
26/05/2009,27/05/2009,GB0002404191,UKT_6_071228,209.3,127.9,103.0,-,4.367,121.315,121.590,100.00,121.120,0.28,,
26/05/2009,27/05/2009,GB00B24FF097,UKT_4.75_071230,386.7,230.7,217.0,10.00,4.454,104.066,104.350,100.00,103.850,0.28,,
26/05/2009,27/05/2009,GB0004893086,UKT_4.25_070632,626.6,446.2,449.0,-,4.433,97.381,97.617,100.00,97.170,0.24,,
27/05/2009,28/05/2009,GB0031829509,UKT_5_070914,2233.6,934.9,823.0,100.00,2.462,112.486,112.517,100.00,112.449,0.03,,
27/05/2009,28/05/2009,GB0033280339,UKT_4.75_070915,1751.5,1334.8,1182.5,35.00,2.690,111.824,111.924,12.86,111.700,0.10,,
27/05/2009,28/05/2009,GB0008881541,UKT_8_071215,161.7,42.1,31.0,-,2.637,131.962,131.970,100.00,131.930,0.01,,
27/05/2009,28/05/2009,GB00B0V3WX43,UKT_4_070916,1168.0,435.8,405.0,-,2.965,106.724,106.840,100.00,106.650,0.12,,
27/05/2009,28/05/2009,GB0008931148,UKT_8.75_250817,267.6,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
27/05/2009,28/05/2009,GB00B1VWPC84,UKT_5_070318,2817.8,255.4,227.0,-,3.480,111.406,111.420,100.00,111.400,0.01,,
01/06/2009,02/06/2009,GB00B058DQ55,UKT_4.75_070320,1503.0,775.5,713.2,45.00,3.877,107.614,107.788,64.40,107.350,0.17,,
01/06/2009,02/06/2009,GB0009997999,UKT_8_070621,986.5,873.0,625.0,-,3.836,139.787,140.040,100.00,139.640,0.25,,
01/06/2009,02/06/2009,GB00B3KJDQ49,UKT_4_070322,916.0,357.9,359.0,-,4.135,98.668,98.770,100.00,98.350,0.10,,
01/06/2009,02/06/2009,GB0030880693,UKT_5_070325,172.9,146.7,135.0,-,4.340,107.477,107.712,100.00,107.220,0.24,,
01/06/2009,02/06/2009,GB00B16NNR78,UKT_4.25_071227,307.4,302.5,309.0,-,4.414,97.943,98.213,100.00,97.290,0.27,,
01/06/2009,02/06/2009,GB0002404191,UKT_6_071228,360.5,354.4,293.0,50.00,4.385,121.033,121.300,100.00,120.824,0.27,,
01/06/2009,02/06/2009,GB00B24FF097,UKT_4.75_071230,432.0,270.7,261.0,-,4.476,103.763,104.020,100.00,103.438,0.26,,
01/06/2009,02/06/2009,GB0004893086,UKT_4.25_070632,793.2,423.4,436.0,15.00,4.449,97.157,97.400,100.00,96.750,0.24,,
03/06/2009,04/06/2009,GB0033280339,UKT_4.75_070915,3282.2,2219.9,1970.0,10.00,2.731,111.536,111.665,100.00,111.488,0.13,,
03/06/2009,04/06/2009,GB0008881541,UKT_8_071215,729.8,98.9,75.0,-,2.623,131.979,131.990,100.00,131.970,0.01,,
03/06/2009,04/06/2009,GB00B0V3WX43,UKT_4_070916,1555.1,460.4,427.0,50.00,2.944,106.855,106.910,100.00,106.788,0.05,,
03/06/2009,04/06/2009,GB0008931148,UKT_8.75_250817,470.0,113.1,80.0,-,3.298,138.996,138.996,100.00,138.996,0.00,,
03/06/2009,04/06/2009,GB00B1VWPC84,UKT_5_070318,2267.6,112.7,100.3,80.00,3.508,111.160,111.160,40.60,111.160,0.00,,
08/06/2009,09/06/2009,GB00B058DQ55,UKT_4.75_070320,1136.4,579.2,534.0,-,3.915,107.257,107.390,100.00,107.140,0.13,,
08/06/2009,09/06/2009,GB0009997999,UKT_8_070621,2157.9,1593.5,1141.6,30.00,3.852,139.540,139.790,8.00,139.450,0.25,,
08/06/2009,09/06/2009,GB00B3KJDQ49,UKT_4_070322,267.2,124.4,125.0,-,4.157,98.449,98.600,100.00,98.350,0.15,,
08/06/2009,09/06/2009,GB0030880693,UKT_5_070325,277.1,134.4,123.0,-,4.294,108.007,108.200,100.00,107.810,0.19,,
08/06/2009,09/06/2009,GB00B16NNR78,UKT_4.25_071227,158.5,49.3,50.0,-,4.358,98.633,98.770,100.00,98.470,0.14,,
08/06/2009,09/06/2009,GB0002404191,UKT_6_071228,207.1,133.9,110.0,-,4.337,121.734,121.900,100.00,121.580,0.17,,
08/06/2009,09/06/2009,GB00B24FF097,UKT_4.75_071230,685.2,477.1,456.0,-,4.416,104.604,104.890,100.00,104.390,0.29,,
08/06/2009,09/06/2009,GB0004893086,UKT_4.25_070632,575.5,409.8,418.0,-,4.389,98.006,98.230,100.00,97.850,0.22,,
10/06/2009,11/06/2009,GB0033280339,UKT_4.75_070915,2613.3,2076.9,1865.0,25.00,2.960,110.123,110.210,100.00,110.040,0.09,,
10/06/2009,11/06/2009,GB0008881541,UKT_8_071215,839.2,360.3,277.0,-,2.895,130.003,130.150,100.00,129.990,0.15,,
10/06/2009,11/06/2009,GB00B0V3WX43,UKT_4_070916,1058.1,448.9,422.7,55.00,3.197,105.147,105.220,53.85,105.070,0.07,,
10/06/2009,11/06/2009,GB0008931148,UKT_8.75_250817,371.6,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
10/06/2009,11/06/2009,GB00B1VWPC84,UKT_5_070318,563.4,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
10/06/2009,11/06/2009,GB00B39R3F84,UKT_4.5_070319,2265.1,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
15/06/2009,16/06/2009,GB00B058DQ55,UKT_4.75_070320,1149.9,808.8,750.0,-,3.994,106.534,106.550,100.00,106.520,0.02,,
15/06/2009,16/06/2009,GB0009997999,UKT_8_070621,624.4,0.0,0.0,-,0.000,0.000,0.000,0.00,0.000,0.00,,
15/06/2009,16/06/2009,GB00B3KJDQ49,UKT_4_070322,1920.2,1179.4,1190.0,-,4.211,97.927,98.100,100.00,97.890,0.17,,
15/06/2009,16/06/2009,GB0030880693,UKT_5_070325,123.3,35.6,33.0,-,4.425,106.462,106.530,100.00,106.420,0.07,,
15/06/2009,16/06/2009,GB00B16NNR78,UKT_4.25_071227,207.7,154.2,159.0,-,4.499,96.896,96.964,100.00,96.760,0.07,,
15/06/2009,16/06/2009,GB0002404191,UKT_6_071228,144.3,35.9,30.0,-,4.481,119.598,119.690,100.00,119.580,0.09,,
15/06/2009,16/06/2009,GB00B24FF097,UKT_4.75_071230,1275.8,584.0,570.3,-,4.582,102.279,102.490,29.28,102.080,0.21,,
15/06/2009,16/06/2009,GB0004893086,UKT_4.25_070632,1177.4,701.4,732.0,10.00,4.552,95.721,95.890,100.00,95.530,0.17,,
